,33N,35N,36N,37N,42N,47N,54N,63N,64N,66N,77N,79N,84N,85N,86N,88N,92N,99N,100N,101N,107N,109N,110N,126N,2,4,5,6,7,8,10,12,13,14,23,24,25,27,29,49,50,69,70,71,72,73,90,93,98,106,114,112,115,118,119,120,121,34N,38N,39N,46N,53N,55N,56N,57N,58N,59N,62N,65N,67N,68,75N,78N,83N,89N,102N,103N,104N,108N,111N,1,16,18,21,41,48,51,60,74,91,94,97,113,117,122,Pool1,Pool1v2,Pool2,Pool2v2
Label,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,PKD,Pool,Pool,Pool,Pool
F20,27768406.91,19208523.37,25639986.76,1488038.789,8531153.694,11368629.87,13660347.52,11857873.84,21123617.58,10747974.96,6786297.228,27996388.14,6967640.522,7678422.756,55460866.07,121928.5254,9952792.282,11242121.13,8111877.749,304261.9663,32916742.98,4633209.083,5739967.988,8981700.003,25326974.67,9443073.763,2922648.219,8992506.894,14422595.33,12491541.46,11374465.8,13778471.12,16519736.26,34000619.68,10452416.98,21668260.04,19610761.2,12512817.81,7628693.869,17453512.46,7022981.375,11073173.97,9396315.044,12311888.13,8292584.483,4552107.764,3108606.794,13516458.52,2864797.441,7470398.14,14397400.49,5703692.227,8666403.874,9073263.93,8501182.784,21302040.66,16722468.52,6503477.485,17753331.76,6093764.719,10276189.08,36352406.48,74831.26055,2263123.333,17465645.81,20315771.76,10890949.83,4253808.552,21204139.87,4764647.484,8783987.619,1223487.321,35158382.67,14313762.29,30562991.67,41704551.62,6646403.025,58371961.54,8113962.923,14671513.59,10031364.67,2546406.321,23948216.22,11154429.85,195267.3307,6480083.384,11814568.11,15941438.41,8388524.556,10197123.2,5068258.617,25696195.78,7881967.793,38806379.82,23605752.92,24697231.11,19562263.3,14650391.16,9713903.429
F21,19170159.79,22953840.41,9278506.602,503650.2844,10087568.14,4226097.756,1885954.677,2148361.482,25008139.94,9311664.171,7899111.812,7512221.501,9808349.055,3813436.613,14546490.16,1338797.973,3302731.579,4791300.13,6622546.255,4010623.222,34944168.27,1434597.585,20701163.94,5050368.047,7237477.454,6574252.013,1879165.72,4257489.937,7090723.039,7704961.71,9704155.541,3296591.941,15544805.67,35601594,11521981.82,10081238.35,12067378.64,5907332.529,8500358.134,7738353.77,8472432.799,4900165.866,3851695.586,3866991.325,6636751.869,4982453.244,3305209.005,2584319.96,2263684.913,6525309.675,8626755.293,4983665.653,5135656.123,8898427.297,6055866.199,7678107.977,8520541.079,4786224.091,14427120.71,3796142.418,19570644.65,16497399.02,670393.2635,4739724.132,9793215.377,38678184.02,8200395.353,739089.3754,5568651.954,2012262.749,23984653.42,11088842.76,29795426.79,5132851.273,6160536.936,6408039.398,17493992.36,31801400.83,3502654.265,17750385.38,2597652.564,4999305.543,4183633.239,3656786.86,7721518.685,11228951.88,5429507.913,14156678.06,4249664.147,3653137.378,4741659.88,23373128.11,11367153.71,15523271.76,10388204.27,3833838.411,3861696.021,9406428.529,4644008.418
F22,4460043.589,2031612.61,18734225.26,2041819.347,780115.0805,625957.2887,902173.3178,3857667.866,7157969.557,11386838.23,10860552.55,8388399.467,3385743.888,5811481.117,1087603.409,1062844.586,670024.74,3916324.608,7134523.069,4512220.772,18587687.29,3813561.309,1459211.371,1209507.71,3646535.234,2082325.427,1485834.956,2572799.148,8654792.803,12548188.91,9310616.834,8432252.647,2153347.043,37110783.19,4031793.479,32022353.81,2978297.011,3294756.278,2063823.792,14084812.64,6737336.807,3579015.057,2950939.415,1981465.35,15359614.27,515476.864,2451898.787,6496785.096,686708.5319,3159327.568,1604408.436,3298591.432,2982796.849,7341008.483,5752074.647,6266666.259,1541573.643,3568674.084,5457419.915,2922255.698,2446785.583,2973692.756,617188.1922,5324266.041,21000751.98,34640438.95,1019199.63,192492.9984,7031856.771,3074589.137,14788602.52,7564408.068,15356834.43,3513318.282,868005.1243,375568.3206,1596141.416,16303142.07,1724322.525,3229811.879,3707996.422,1087970.612,8748931.473,4368645.382,25924145.55,11482929.15,2634448.634,1727868.515,1306863.925,487399.2582,940255.0487,22031787.2,7580870.116,10000440.1,14373068.73,6915386.377,4344405.046,4631931.652,3587091.843
F23,74934167.61,13897625.23,14257782.14,997190.0797,53853966.65,6440704.79,39371014.72,27528775.65,42452447.96,5003265.547,13625975.11,39750333.08,47570875.26,20628920.26,44336704.42,872355.7025,2044268.89,9967579.313,21957121.73,1225096.388,17604277.87,11223388.62,8639655.004,6626031.691,19574976.35,41227330,1070977.776,566889.0942,10216843.41,15484942.42,6403655.191,12641726.88,6927538.881,82590212.77,7235881.808,5783716.384,13391209.62,50142436.04,29608173.95,6359848.707,6469721.5,6738099.099,5031198.775,34853203.89,5514510.328,1030545.479,12052948.73,4459843.611,5776618.043,22474231,37837666.54,12193708.88,4975795.207,10182495.96,62290015.23,36800679.13,6864131.753,26189266.29,7316655.866,3537002.358,9180187.8,110120482.3,433572.9919,10004038.74,35354977.45,8208361.599,33081226.44,1319702.136,25487658.21,4745946.349,13252880.33,1060727.255,12243170.86,29086667.24,89502369.49,26216730.03,6076308.476,150744548.2,4718354.561,27264568.7,39642802.75,3577599.42,65213454.07,13867196.07,1259733.664,7524853.821,3735185.035,67664686.62,31941557.32,1127637.999,32766012.89,4448944.974,1879820.865,80954744.29,55834063.34,38791138.2,11434036.75,6873209.184,8260883.304
F24,2307783.963,14112138.04,5520152.887,568390.9191,2380182.899,840249.8142,764623.7188,1753411.843,2119483.116,57811411.24,2708520.118,57900640.16,2362293.659,1812540.956,842421.5862,1714433.929,34843578.49,1663394.048,2264178.336,2807631.079,7863143.268,932804.7396,2526291.622,3048295.963,42352281.64,63076805.47,2016159.981,332337.246,1260557.864,2336782.967,41853370.83,1535466.675,123752539.7,4554343.353,1867967.002,2411379.256,1761170.728,21491412.79,88377197.14,3277328.073,44637515.42,1921777.767,854904.0642,2319303.76,2774806.218,1057388.616,859932.4004,2393105.263,386366.0558,347264.334,2989175.39,1876569.463,64451884.67,78585891.78,3164261.276,59451403.92,1106666.965,933678.9799,3359179.49,2868479.431,2792234.474,2038390.279,857107.1446,79480609.55,72280513.69,2377304.336,1344664.439,772266.5846,49295128.89,1354501.526,4432851.357,3940368.124,15331614.08,1533805.284,1530609.407,1492155.708,2474278.282,9894229.18,1436930.782,7560141.274,2266893.863,1417711.814,935500.5753,2203698.175,67406313.8,2650214.525,1004751.673,3897196.643,1556577.521,2651975.197,941337.496,2166453.402,1764623.149,5198922.321,2031623.082,1182436.936,771884.6013,1836545.749,1522880.677
F25,4856318.543,1046716.262,2027932.447,2875119.79,5680889.175,6211505.558,7167613.047,12564012.86,4125935.927,7442231.219,2364279.101,2854546.475,2129189.188,7809419.444,421912.8705,11656204.56,6739519.075,7073440.358,1823326.359,8013420.63,1671094.004,9154980.84,4349391.831,4924794.563,1936899.149,3496289.238,6645095.031,4112439.685,5120426.652,3028180.695,2255744.57,9889330.663,680392.615,4990620.085,1471915.646,6366221.124,3864168.231,123829.883,1765173.292,7536326.525,6841476.566,3983801.193,6805992.298,2880593.327,8228687.686,5651159.235,3955686.735,5299246.485,195937.5468,1031328.056,2571344.673,2696897.035,7317794.764,2922498.02,2662482.322,3230167.301,3844457.186,3405924.445,2250277.654,6398676.851,1116973.241,7890629.913,706059.1097,3336656.881,5101650.749,1812170.422,5972965.494,2133200.611,3142698.818,8285510.086,3320538.132,1187264.758,399764.5015,6681981.345,2870041.924,3364521.633,3128966.601,942295.0381,7507644.733,910961.7631,1984683.591,7322062.084,3344092.775,5715391.986,5464972.165,1166440.59,117431.3653,3544853.094,4383759.299,7840151.121,2889512.935,4694845.201,3162091.924,6420545.656,3681533.431,1228807.236,3075893.031,5041820.539,8422112.454
F26,1343769.49,1691748.841,3100759.456,4467280.314,15990462.42,8948379.723,10469349.07,11305504.52,5482696.801,1977573.859,4573107.705,7513727.655,6284913.099,5715107.41,1452748.544,717656.6345,13652363.58,13222644.53,12093437.62,290505.8878,7519154.75,788472.2227,3721029.803,4192242.112,13969089.32,1493907.523,11634338.01,10966002.25,4231167.031,5636740.765,6561433.645,7096567.801,9936083.012,2063710.513,3153081.489,5295946.481,4390423.773,2642630.867,1920952.586,2243503.41,5784516.936,25411481.61,23017081.77,20530506.23,4417253.869,7625544.552,12054421.74,2916634.79,11833420.28,11681857.35,4476568.349,2621695.03,4019820.895,3117898.357,1330831.095,6161806.693,2970332.866,7025230.617,3074264.63,10729576.63,10259934.98,8731452.451,473464.303,9216659.918,13255096.49,2991877.993,4849816.289,22325245.84,2446478.697,17317894.42,2027617.74,2399193.71,2860386.511,4626373.426,6415743.745,5929283.095,4499509.423,2281205.779,8052461.979,8243493.868,15044566.98,4598738.645,3835893.478,8993379.762,432151.6383,1148642.66,4970792.818,2392822.01,9265856.385,2625550.054,5196532.231,3568169.18,1167671.814,5911485.058,3006485.894,4617406.309,4365690.661,3940199.91,3996856.249
F27,1233316.867,48649970.76,26731704.66,1579647.9,2040621.255,1822632.488,1931553.689,1740760.882,3802791.392,1518990.75,1264327.221,4150432.476,1400150.786,1994988.432,1130600.734,2489828.174,4555392.484,36369084.97,35741056.63,39220324.72,1099651.805,1134331.967,1013859.871,1352669.157,1418152.186,37427533.14,2403200.474,1116282.778,30068197.97,1450928.935,33500954.1,42070399.99,38373497.43,1177405.103,31057362.87,1249515.006,2346500.819,5998737.783,47537279.6,1442973.203,41470912.38,1699352.311,2823027.965,1178574.322,4784678.047,2603903.251,1881751.015,54705795.39,609284.7447,32853188.08,1230991.847,39508259.15,1514510.73,47084310.55,41673696.72,2042470.351,1606253.379,2740731.769,1769072.268,44438425.86,2285064.773,2513214.737,505543.0989,42546131.76,45674220.3,24430289.74,38489191.98,1213785.581,35688966.94,2577700.01,1820844.31,1435953.754,45860107.55,3641188.866,1426425.252,38224149.83,38454930.88,33809732.17,1292172.952,37329315.63,1261676.192,1011390.014,1256302.431,3004081.305,3959334.279,27846253.09,1221332.232,1557413.923,2434640.567,39232368.42,1306423.718,1270163.479,32847523.44,1689547.365,1356054.502,911902.0641,996172.7796,39159215.48,1556923.464
F28,6556701.13,7932995.529,4493706.947,2407578.254,10657862.01,5249322.705,4219421.262,13880401.62,8068781.23,5498412.821,8184725.196,8622273.175,7862876.531,8920446.636,7634319.494,752317.2528,6506418.734,12798575.05,17050105.41,1845587.459,7302145.71,1778663.313,8328288.188,5431291.879,5139615.11,10214508.97,2278993.803,5164769.831,6129263.888,8726321.407,5327600.343,5157869.623,12306812.4,4544626.723,11176338.89,19806440.46,5522444.17,4320328.16,10051303.44,8803742.083,7301345.293,6680390.879,5538998.099,5646137.095,9993966.796,3970164.413,10037211.5,3286921.872,3511133.984,17273131.78,6437578.838,12417529.97,8270047.414,11939344.26,9645163.409,14313581.69,575728.7533,6368545.925,8549314.211,11268165.12,6849927.815,8617111.778,304244.7418,15652484.61,11218366.03,8203744.845,8363884.587,7262360.23,4066715.5,10545027.61,5283207.458,11313610.59,11216457.46,10240336.59,5913901.424,15926775.69,9166137.425,10118593.01,6194044.179,11808641.71,9388326.954,3494007.236,11123472.4,7614768.558,2812249.312,8951681.893,5009534.231,9429441.255,7476333.8,1305376.11,7721288.918,11165124.53,563497.6466,13462929.25,11786580.5,11726689.45,8066546.722,4198177.645,2911061.544
F29,3575099.789,124393847.3,79788956.27,999770.2081,3784884.894,1412854.606,1407669.046,3026677.662,6976786.375,3170760.45,4119695.686,4093892.312,3624365.654,2923334.448,1388896.69,2843720.022,1959402.094,2798216.667,3322767.116,2515242.949,11623772.06,1598406.177,3885303.267,4781920.322,2962012.463,4172137.768,3437172.701,625066.821,43117836.97,3673065.244,41853370.83,35069922.94,123752539.7,7386029.907,2817103.296,3802088.255,3327240.879,21491412.79,88377197.14,11226277.68,44637515.42,2655579.75,1481342.86,3753964.07,4258984.007,1797500.779,1455277.354,3394940.768,682965.8215,3624772.905,2697191.096,2970752.381,3692039.856,5493868.169,4674049.419,6290117.984,1858142.074,1565826.119,4172105.225,5354748.579,4167083.41,3195335.283,1553344.108,8345621.929,3836703.641,3881905.331,2681305.071,1306259.652,49295128.89,2102279.622,6715483.36,5834268.084,13243657.69,2594959.449,2470537.22,2629689.057,3783115.164,14206975.35,2359311.071,99601831.06,3433818.959,2151387.022,1648350.496,3688957.4,3167943.7,3896955.44,1789203.214,5919633.544,1313050.786,4558688.982,1660994.644,3335160.754,3145160.477,7946409.749,3209933.876,1875014.967,1323215.778,2983216.907,2442811.749
F30,3069359.829,3549288.349,2766499.276,230855.6851,3907006.745,1954159.955,948454.1207,438171.3555,3564124.854,15401045.99,6599804.278,2720324.017,986962.2869,4853846.994,14938081.55,1210332.601,497588.9003,3028107.888,12281595.16,9778280.7,18702499.93,2005054.384,12355048.14,2940187.138,1584175.958,1000793.791,69818.57909,992988.6388,1133614.734,3651288.134,932625.3182,1779854.193,11728125.45,21616457.44,3508863.38,4179055.304,1887189.212,32035233.52,2156520.251,17089376.33,5851167.511,2767016.408,1087059.6,646370.6531,4663496.593,894773.3194,1745479.433,641969.7119,1923091.277,8640183.206,6649844.718,20596017.85,2044942.504,9486227.285,1911648.715,5332166.383,37494465.21,610704.64,2437999.896,1249792.218,35581.73883,11982572.92,389537.1288,8891961.743,1934608.717,6821075.741,4340028.375,786820.179,3862720.896,1438765.478,10867037.62,13238697.07,20084663.47,1713619.763,6498516.741,35822669.36,11458345.67,13945032.3,6256912.782,17900868,1097696.817,3660622.348,3500230.514,941037.3382,10100808.93,30926585.27,1789739.006,14491516.85,1499951.049,2219223.357,4505619.781,25500635.71,24855629.05,5261402.264,9141321.796,5320600.765,2405360.734,12916162.49,7216064.113
F31,10802806.43,9443508.511,12053383.05,642509.3628,16577864.37,6209816.142,5825778.073,2155506.501,11234385.86,1368321.056,15207394.36,8025303.404,4952130.324,914549.1742,15924406.39,194410.4619,5092512.381,5041300.878,6334169.103,439191.0286,6928038.656,284156.4002,14902134.02,1416653.277,14908293.65,6075467.133,1406898.102,5097227.027,4734340.712,12950116.39,13331732.9,1487057.302,18709548.64,874257.98,10773412.26,9495812.152,6732196.586,5394370.819,15835686.49,6212415.552,19644444.19,8389823.578,5781977.904,5231362.945,5697577.453,4634754.554,1491487.493,472826.7031,534028.0432,4910253.624,13359416.28,11811094.75,1731349.125,2161646.642,8164576.328,5557708.084,5380518.23,4357758.932,9331478.483,1994189.873,13237734.3,11628981.83,155544.8258,6183517.418,6009592.197,5736815.179,6126452.26,2005126.994,2329757.941,1894430.065,2954391.771,8153287.219,9767514.822,2235649.647,10816533.73,10878077.66,12942625.25,996841.5737,12359988.91,6888110.86,1576348.767,635474.7546,3224573.322,2184167.237,249162.9747,1152183.648,4355187.86,2700751.606,2685683.605,262776.4148,5462591.056,7111064.165,7380267.612,10344469.94,11036668.79,9448672.189,4150394.727,7580365.426,4453601.569
F32,3862490.785,879398.8811,2421979.29,770911.2286,15676172.2,1319168.984,3593294.281,1458535.854,4037939.007,3123648.795,9729380.322,5581606.517,3183167.185,2547633.848,9879114.801,509583.4446,3267300.091,5584981.07,3639627.683,2538162.083,9807276.55,2381917.977,25632597.77,18116874.3,16808634.7,6257385.241,5027061.196,3111165.505,1941153.418,1930164.276,15077847.6,3258077.423,8917014.037,2747247.31,2196976.994,15340891.17,5794941.085,9103101.022,8310324.112,20484431.69,12089242.81,6341897.728,7729699.214,5367804.186,8804801.808,6717691.251,2601913.17,3290834.627,5029730.063,4062494.815,8587763.817,5454115.566,14690844.97,2210487.487,3625855.195,8478171.997,1370303.1,3221774.607,1248339.598,6533572.37,1835508.155,3629466.489,565604.9455,2217987.668,3013792.174,2376692.318,22394401.44,998818.46,4362766.915,4296823.093,3418725.428,21692527.65,3077355.089,3033377.783,8606407.294,5525571.524,15062817.71,3112698.964,2125123.236,6263194.72,1834907.039,2830283.208,3387167.988,13663587.74,3500587.727,22007778.44,7701694.111,26698425.16,6130918.922,8999746.022,12511367.76,2945100.235,11519603.62,1612943.52,2128594.306,5633768.63,3855291.73,3435013.311,2988118.229
F33,28424976.82,22201275.94,23992643.8,2384702.127,14733471.57,11687984.03,10311358.88,17637460.26,20792690.98,6904715.568,12439268.03,12320330.73,14709157.39,5085759.336,35297055.83,1019399.902,16589300.26,7194656.178,5177510.912,582504.7639,75253164.26,5940123.794,44824945.44,14283978.32,7650544.924,9947390.15,1198466.701,8360242.876,4350588.603,16953265.84,15941845.71,4724840.884,8517113.342,39863378.68,7622997.326,47174966.24,30340948.74,4934957.37,9397087.665,23836896.2,8384166.166,4969584.219,2808765.356,6699821.893,11691288.45,8554590.766,5764225.652,15626707.75,2746135.659,5543859.319,12169668.79,5530921.465,10446522.61,14877873.3,7860291.42,13230596.33,6508299.172,8995337.3,36546640.12,5696954.067,9359907.458,25515618.8,540511.13,2638933.562,19676189.35,39448648.62,7257028.362,1964417.565,9903102.985,1762922.214,8289447.978,2244717.135,28440722.45,8882749.773,12636664.95,10135008.94,12074129.72,40661184.12,18428982.23,45502357.9,4292355.636,2224610.945,13039145.57,17164219.46,585232.258,4791374.884,8283634.11,26544639.27,5603182.086,6312754.249,4252495.92,9517076.067,5984574.035,16831452.71,25726191.46,15482567.24,4584812.698,13808161.72,1330047.359
F34,6269426.85,123949781.7,5055783.902,162128.4916,2609337.452,2335310.2,2507206.983,1000309.956,6779847.449,4950837.553,67262925.22,2858831.703,2828773.107,1547042.803,4630302.522,325966.2063,1337759.096,2134004.284,1113423.092,708182.5886,4986340.009,786667.1076,3364319.402,1385175.106,3148488.404,2711061.548,568603.1561,1644447.94,3569490.311,5157349.696,1872656.583,1487638.003,4426994.982,6602362.812,88557751.87,6549058.742,6480341.814,2023571.931,3644463.523,5056855.922,2003883.803,2106305.356,1299056.135,2773758.277,5801107.28,1579527.378,930599.1678,820046.6899,743959.0064,2983258.361,2610834.5,2487990.818,2275035.054,60318350.09,2983709.59,4151395.565,2187198.244,2366583.119,6233454.772,1848111.191,3865772.08,4369653.125,177295.6102,3191789.581,5561220.34,8043699.496,4389765.702,342677.2375,2017719.278,950254.83,7202963.764,4903817.258,6131040.235,2941408.349,5335879.183,3048813.587,4541897.132,151971905,4103866.587,4468778.012,874894.075,3056048.869,2154382.325,1942454.145,82436581.14,118555852,2435142.424,5051649.623,2293590.609,1593782.079,2201820.258,7626105.667,1854741.572,6017705.074,5188905.239,3257181.867,1859804.477,2193668.116,3112624.337
F35,2745400.271,21095218.34,6984267.421,4715374.578,1968377.777,3378293.368,5902133.677,1814785.669,1179502.249,2065430.953,8998113.267,3024484.439,5457043.963,3068018.825,5254333.242,209382.1673,2376381.434,4165225.3,21419631.4,5928296.584,4378395.001,10562599.28,22876014.28,8274435.247,3061175.155,2255298.718,763777.0358,11837704.35,756687.1181,1684915.119,6748464.643,831671.3552,59061991.67,3320654.453,4836896.362,2726260.277,22566706.14,1389427.52,26867780.84,2768709.104,2211267,10354379.11,581558.0528,431622.7867,4459169.664,2238735.031,3309620.119,18940525.11,1454996.473,6471957.84,10091571.76,19105651.89,3838662.193,789290.627,10529514.19,1557671.567,26704789.93,4113915.604,11763883.22,4287328.082,3863376.019,5044216.465,5900762.146,16842372.08,6049570.077,2095049.845,5569806.087,5679913.971,31536842.63,743864.5189,9160756.394,7682409.636,2437029.219,2920406.939,1852986.705,10380587.34,7188202.64,910445.184,30880254.65,12538096.68,10373288.74,18615603.37,8355333.737,3216470.156,2073621.446,2527548.134,830132.6814,2939615.836,15165652.5,1281158.691,10505896.35,30821059.19,2813491.924,2174082.768,875479.698,2039351.113,6475404.784,18169455.06,12947825.98
F36,548057.7504,3362289.714,557156.7198,144148.1748,1218647.065,1058125.736,1136619.796,1006611.572,46145160.17,42208926.81,754786.8078,48245255.55,1184991.271,53931249.21,362728.2384,1403305.05,953184.3708,1516890.539,498426.045,1532183.049,186310.8553,304626.3444,586918.7264,831137.5399,44787502.64,42265632.49,524781.5788,183649.6636,614240.98,764239.277,39949213.49,890721.093,366969.8767,935410.1183,615361.2204,2124666.428,42348577.03,6968658.101,53833531.03,42784435.1,49234609.95,974072.8407,1590383.485,666178.6842,2809909.005,1471544.674,235753.0925,58633101.86,314799.9132,246651.4282,729793.9134,47248114.04,49083320.31,311281.6704,383872.6182,53267087.99,938777.8354,1570726.479,1057181.058,2141853.52,56799354.84,57670672.56,269271.7782,49116042.04,53842517.89,27486123.13,1776981.021,681703.0383,42924338.46,1512055.734,1062119.186,870745.9289,681588.9844,2014333.16,884197.74,1639198.551,44903012.83,1376019.083,748366.9626,563891.1178,752837.1066,9755100.744,711191.4336,2484766.442,52256861.58,1289813.473,1388950.554,47033965.41,1429934.209,1709162.582,747428.1301,737108.7852,676071.3411,1713937.902,41534337.15,533449.9112,571365.225,929212.1857,917281.0578
F37,835853.8135,857258.7378,2719288.356,987538.3021,666576.2988,1543307.093,447487.3572,3727459.508,3202256.027,4360915.832,1553448.587,1335815.121,746950.4133,2009075.289,715370.7144,687251.7126,283646.6016,1300474.648,2298928.891,934583.7158,3524586.239,2988886.238,1502665.359,1748164.558,1163801.887,1719683.969,1051008.224,840168.6818,2123668.815,861290.7578,2092189.479,891041.6008,535606.0686,9501709.605,3925525.638,918719.3781,764365.6267,274016.8338,1324165.413,5030500.587,5889763.95,1407316.777,765664.8058,2992154.746,1415202.102,741032.9423,3150856.502,1799563.963,690083.5723,2342240.808,796380.1008,1553375.367,3443377.244,3050139.132,1256406.767,1489110.945,1528693.338,1742404.259,2867533.371,1854761.493,1591574.815,1477966.816,632475.2818,1440399.982,1540841.282,4078203.373,2560918.81,423915.8667,2608425.383,1534382.667,3611608.363,3703844.106,1869000.315,2181253.363,5287389.651,6681676.027,6307781.284,1614669.853,1861218.292,732906.722,597216.1338,2333023.141,2555711.991,496143.0044,2038968.867,4512790.21,1719299.599,2338987.673,1097791.781,511262.4066,1700928.652,3915610.224,2341682.281,1928168.231,1571399.435,1101306.783,1251975.636,1873432.544,1884549.009
F38,6549147.002,951982.5985,3193960.963,2498587.768,1152504.281,2453913.43,1925952.043,1493070.017,3972999.34,4828975.685,2742386.691,2095828.697,1971583.956,3232384.293,528181.8535,637982.7027,5837507.168,3462758.115,10680765.68,11145679.21,4531787.172,2402251.264,1145513.415,5739642.829,1677709.641,1237870.511,1928548.058,1771718.868,5094710.492,1840258.048,1712435.432,3669159.892,697406.3232,13910819.72,2539819.11,3095570.059,3168800.122,528790.0521,1359745.995,3504448.213,6565789.21,4006414.618,2834669.38,3352737.494,3197892.125,2673167.98,4246717.919,1211283.466,5669611.359,7107871.529,1211851.62,1421782.183,8395636.06,3582928.133,3725190.229,5694474.228,1236324.666,4559753.793,5218377.944,2195151.004,2350578.252,4838457.92,1243985.751,6958219.166,4682856.078,4635231.874,5869167.593,187601.6838,1817308.349,2015752.009,3214653.664,797366.0839,5778689.257,5265723.96,881657.1782,4478982.358,4106900.398,4580401.855,5515432.493,1917008.283,4126192.172,5351331.442,10030180.26,2709430.233,6391447.794,2865144.228,19797261.37,3454825.291,2467607.031,5636457.372,5706290.068,1566029.12,12366317.12,4615854.675,2983090.71,1587752.501,2238484.053,2289636.521,2847452.773
